chrom	position	freq	type	variants_included
2L	50000	62.8965610859729	normal_freq	221
2L	50000	63.3492307692308	tum_freq	221
2L	150000	55.5157142857143	normal_freq	210
2L	150000	55.2025238095238	tum_freq	210
2L	250000	59.9036933797909	normal_freq	287
2L	250000	59.4278397212544	tum_freq	287
2L	350000	64.2422841225627	normal_freq	359
2L	350000	63.6612256267409	tum_freq	359
2L	450000	63.1981402936378	normal_freq	613
2L	450000	63.0998694942904	tum_freq	613
2L	550000	63.2014412635736	normal_freq	1013
2L	550000	63.6801184600197	tum_freq	1013
2L	650000	62.9386741889986	normal_freq	709
2L	650000	63.9538363892806	tum_freq	709
2L	750000	69.4751458885942	normal_freq	754
2L	750000	70.6649336870027	tum_freq	754
2L	850000	68.6560393603935	normal_freq	813
2L	850000	68.6132718327184	tum_freq	813
2L	950000	66.5466305418719	normal_freq	1015
2L	950000	66.9526798029557	tum_freq	1015
2L	1050000	65.265713073005	normal_freq	1178
2L	1050000	65.131103565365	tum_freq	1178
2L	1150000	64.1652953586498	normal_freq	948
2L	1150000	63.6765717299578	tum_freq	948
2L	1250000	63.9666852057843	normal_freq	899
2L	1250000	64.7610011123471	tum_freq	899
2L	1350000	67.7633760186263	normal_freq	859
2L	1350000	68.2060535506403	tum_freq	859
2L	1450000	62.4494565217391	normal_freq	1012
2L	1450000	62.2970355731225	tum_freq	1012
2L	1550000	62.2232087628866	normal_freq	776
2L	1550000	61.2960567010309	tum_freq	776
2L	1650000	64.0575085910653	normal_freq	1164
2L	1650000	65.0724742268041	tum_freq	1164
2L	1750000	66.1610734463276	normal_freq	1062
2L	1750000	65.8684369114878	tum_freq	1062
2L	1850000	66.088097949886	normal_freq	878
2L	1850000	65.6524829157175	tum_freq	878
2L	1950000	62.1341012216404	normal_freq	1146
2L	1950000	63.2597120418849	tum_freq	1146
2L	2050000	70.1747569444445	normal_freq	864
2L	2050000	70.4468518518519	tum_freq	864
2L	2150000	65.7945246478873	normal_freq	568
2L	2150000	65.5289084507042	tum_freq	568
2L	2250000	64.1910572687225	normal_freq	681
2L	2250000	64.1154625550661	tum_freq	681
2L	2350000	65.8221372328459	normal_freq	889
2L	2350000	66.2174915635545	tum_freq	889
2L	2450000	60.6090406976745	normal_freq	688
2L	2450000	61.7696947674418	tum_freq	688
2L	2550000	62.7950189035916	normal_freq	1058
2L	2550000	63.0848487712666	tum_freq	1058
2L	2650000	65.6005531914894	normal_freq	940
2L	2650000	65.9052446808511	tum_freq	940
2L	2750000	62.4813576779027	normal_freq	1068
2L	2750000	62.337734082397	tum_freq	1068
2L	2850000	64.2424851632048	normal_freq	1348
2L	2850000	63.8916913946588	tum_freq	1348
2L	2950000	62.2590985324948	normal_freq	954
2L	2950000	63.1347903563941	tum_freq	954
2L	3050000	77.7638568935428	normal_freq	573
2L	3050000	78.1755846422339	tum_freq	573
2L	3150000	66.1394179278231	normal_freq	859
2L	3150000	66.4118277066356	tum_freq	859
2L	3250000	63.9395077220077	normal_freq	1036
2L	3250000	63.8505115830116	tum_freq	1036
2L	3350000	77.170479930192	normal_freq	1146
2L	3350000	77.2130279232111	tum_freq	1146
2L	3450000	64.5318596787828	normal_freq	1183
2L	3450000	63.8548267117499	tum_freq	1183
2L	3550000	61.9599503722085	normal_freq	1209
2L	3550000	62.5035814722911	tum_freq	1209
2L	3650000	70.5689282899922	normal_freq	1269
2L	3650000	70.4686288416075	tum_freq	1269
2L	3750000	71.2491880341881	normal_freq	936
2L	3750000	71.4429487179487	tum_freq	936
2L	3850000	63.9296214788734	normal_freq	1136
