chrom	position	freq	type	variants_included
2L	50000	63.9044019138756	normal_freq	209
2L	50000	64.7009569377991	tum_freq	209
2L	150000	54.1096116504855	normal_freq	206
2L	150000	55.1685922330097	tum_freq	206
2L	250000	59.3840636042403	normal_freq	283
2L	250000	58.9960424028268	tum_freq	283
2L	350000	63.9948563218391	normal_freq	348
2L	350000	63.9772413793103	tum_freq	348
2L	450000	63.1482046979866	normal_freq	596
2L	450000	63.0126006711409	tum_freq	596
2L	550000	63.3975837563452	normal_freq	985
2L	550000	63.4560710659898	tum_freq	985
2L	650000	62.9173900293255	normal_freq	682
2L	650000	62.9669501466275	tum_freq	682
2L	750000	70.4909053497942	normal_freq	729
2L	750000	71.1781481481481	tum_freq	729
2L	850000	68.1504887218045	normal_freq	798
2L	850000	68.7931578947369	tum_freq	798
2L	950000	66.6437345679013	normal_freq	972
2L	950000	67.1771604938271	tum_freq	972
2L	1050000	65.5788811188811	normal_freq	1144
2L	1050000	65.4003321678322	tum_freq	1144
2L	1150000	64.3007112068966	normal_freq	928
2L	1150000	63.7821551724138	tum_freq	928
2L	1250000	64.7187322274882	normal_freq	844
2L	1250000	64.2082464454977	tum_freq	844
2L	1350000	67.1658080194411	normal_freq	823
2L	1350000	66.9243256379101	tum_freq	823
2L	1450000	61.9969696969697	normal_freq	990
2L	1450000	62.8121515151515	tum_freq	990
2L	1550000	61.1834192672998	normal_freq	737
2L	1550000	61.8518588873812	tum_freq	737
2L	1650000	65.1825662100457	normal_freq	1095
2L	1650000	64.7861552511415	tum_freq	1095
2L	1750000	66.1708048289738	normal_freq	994
2L	1750000	66.0792354124748	tum_freq	994
2L	1850000	65.7413144963145	normal_freq	814
2L	1850000	65.9221007371007	tum_freq	814
2L	1950000	61.8606063348417	normal_freq	1105
2L	1950000	62.0671131221719	tum_freq	1105
2L	2050000	71.0104634146341	normal_freq	820
2L	2050000	70.7804512195122	tum_freq	820
2L	2150000	65.6565938069216	normal_freq	549
2L	2150000	65.9068670309654	tum_freq	549
2L	2250000	63.5410741301058	normal_freq	661
2L	2250000	63.7438729198184	tum_freq	661
2L	2350000	65.8474125874125	normal_freq	858
2L	2350000	66.6047202797203	tum_freq	858
2L	2450000	61.7618250377074	normal_freq	663
2L	2450000	61.5904826546003	tum_freq	663
2L	2550000	63.5672160804019	normal_freq	995
2L	2550000	62.7178090452261	tum_freq	995
2L	2650000	65.8816017797553	normal_freq	899
2L	2650000	65.4707341490546	tum_freq	899
2L	2750000	62.8330792377131	normal_freq	997
2L	2750000	62.407482447342	tum_freq	997
2L	2850000	65.6802256317689	normal_freq	1108
2L	2850000	66.2280324909747	tum_freq	1108
2L	2950000	98.6170869565217	normal_freq	460
2L	2950000	98.7121304347826	tum_freq	460
2L	3050000	78.5238169642857	normal_freq	448
2L	3050000	77.949375	tum_freq	448
2L	3150000	62.6877299880526	normal_freq	837
2L	3150000	62.6866188769414	tum_freq	837
2L	3250000	64.179381237525	normal_freq	1002
2L	3250000	63.4845109780439	tum_freq	1002
2L	3350000	77.4975411334552	normal_freq	1094
2L	3350000	77.5859872029251	tum_freq	1094
2L	3450000	63.9126577777777	normal_freq	1125
2L	3450000	64.0528977777777	tum_freq	1125
2L	3550000	62.8216608391609	normal_freq	1144
2L	3550000	62.8245716783217	tum_freq	1144
2L	3650000	70.7007553648068	normal_freq	1165
2L	3650000	70.5596051502146	tum_freq	1165
2L	3750000	71.4234413407821	normal_freq	895
2L	3750000	71.1050502793296	tum_freq	895
2L	3850000	64.051	normal_freq	1060
2L	3850000	63.8234716981132	tum_freq	1060
2L	3950000	62.09069476082	normal_freq	878
2L	3950000	62.2063211845102	tum_freq	878
2L	4050000	70.0393520518358	normal_freq	926
2L	4050000	70.1561987041037	tum_freq	926
2L	4150000	63.8774801762114	normal_freq	1135
2L	4150000	63.6333480176211	tum_freq	1135
2L	4250000	67.2219878910192	normal_freq	991
2L	4250000	67.5205449041372	tum_freq	991
2L	4350000	66.852819843342	normal_freq	766
2L	4350000	66.599046997389	tum_freq	766
2L	4450000	55.9394197031038	normal_freq	741
2L	4450000	55.3485020242914	tum_freq	741
2L	4550000	49.9937570621469	normal_freq	354
2L	4550000	52.694011299435	tum_freq	354
2L	4650000	66.113735725938	normal_freq	613
2L	4650000	66.0438009787929	tum_freq	613
2L	4750000	60.8351461470328	normal_freq	1129
2L	4750000	61.262976085031	tum_freq	1129
2L	4850000	62.0205402298851	normal_freq	870
2L	4850000	61.2110229885057	tum_freq	870
2L	4950000	62.4866993865031	normal_freq	815
2L	4950000	62.6960613496933	tum_freq	815
2L	5050000	58.7703521126761	normal_freq	426
2L	5050000	58.8147652582159	tum_freq	426
2L	5150000	46.611299734748	normal_freq	377
2L	5150000	47.4988594164457	tum_freq	377
2L	5250000	55.4251685393258	normal_freq	534
2L	5250000	55.158670411985	tum_freq	534
2L	5350000	65.5728638497653	normal_freq	639
2L	5350000	65.2740062597809	tum_freq	639
2L	5450000	66.2380927835052	normal_freq	970
2L	5450000	66.3876494845361	tum_freq	970
2L	5550000	66.8848190045249	normal_freq	884
2L	5550000	67.5834389140271	tum_freq	884
2L	5650000	67.3297997329773	normal_freq	749
2L	5650000	66.7731775700934	tum_freq	749
2L	5750000	65.0706600249067	normal_freq	803
2L	5750000	64.7100373599004	tum_freq	803
2L	5850000	65.4646592317225	normal_freq	807
2L	5850000	66.0938661710037	tum_freq	807
2L	5950000	67.0555650060753	normal_freq	823
2L	5950000	67.996865127582	tum_freq	823
2L	6050000	67.903488372093	normal_freq	903
2L	6050000	67.9160354374308	tum_freq	903
2L	6150000	64.3746367112811	normal_freq	1046
2L	6150000	64.4727342256214	tum_freq	1046
2L	6250000	64.9674517374519	normal_freq	1036
2L	6250000	65.2610038610038	tum_freq	1036
2L	6350000	63.4552260198457	normal_freq	907
2L	6350000	63.2333296582139	tum_freq	907
2L	6450000	61.9339295039164	normal_freq	766
2L	6450000	62.0496475195823	tum_freq	766
2L	6550000	64.9002763561924	normal_freq	977
2L	6550000	65.9488638689867	tum_freq	977
2L	6650000	61.812860125261	normal_freq	479
2L	6650000	62.2012317327766	tum_freq	479
2L	6750000	65.1089488117001	normal_freq	1094
2L	6750000	65.1635283363803	tum_freq	1094
2L	6850000	59.3781477272728	normal_freq	880
2L	6850000	59.6246931818182	tum_freq	880
2L	6950000	63.5735657894737	normal_freq	760
2L	6950000	62.6900131578947	tum_freq	760
2L	7050000	66.6754545454546	normal_freq	957
2L	7050000	66.4917032392894	tum_freq	957
2L	7150000	66.4558109684948	normal_freq	857
2L	7150000	65.7558459743291	tum_freq	857
2L	7250000	65.2654753722796	normal_freq	873
2L	7250000	64.6965521191295	tum_freq	873
2L	7350000	62.3854534606204	normal_freq	838
2L	7350000	62.2329832935561	tum_freq	838
2L	7450000	61.1525517241379	normal_freq	1015
2L	7450000	62.0172906403942	tum_freq	1015
2L	7550000	70.2866098294885	normal_freq	997
2L	7550000	70.2287462387162	tum_freq	997
2L	7650000	62.6648131868131	normal_freq	910
2L	7650000	63.1333736263736	tum_freq	910
2L	7750000	56.5112298387097	normal_freq	992
2L	7750000	57.1064112903226	tum_freq	992
2L	7850000	64.6763813953488	normal_freq	1075
2L	7850000	64.238446511628	tum_freq	1075
2L	7950000	76.8601737967915	normal_freq	748
2L	7950000	75.9434491978609	tum_freq	748
2L	8050000	93.3009973753281	normal_freq	762
2L	8050000	93.0854593175853	tum_freq	762
2L	8150000	99.040375	normal_freq	560
2L	8150000	99.0926071428572	tum_freq	560
2L	8250000	80.893572874494	normal_freq	988
2L	8250000	80.4713562753036	tum_freq	988
2L	8350000	64.2921232306411	normal_freq	1201
2L	8350000	64.1552955870109	tum_freq	1201
