chrom	position	freq	type	variants_included
2L	50000	51.618064516129	normal_freq	31
2L	50000	53.9177419354839	tum_freq	31
2L	150000	49.311724137931	normal_freq	29
2L	150000	50.9758620689655	tum_freq	29
2L	250000	57.0088461538462	normal_freq	26
2L	250000	58.0873076923077	tum_freq	26
2L	350000	58.5485714285714	normal_freq	21
2L	350000	59.6366666666667	tum_freq	21
2L	450000	58.6867272727273	normal_freq	55
2L	450000	55.5667272727273	tum_freq	55
2L	550000	52.8567441860465	normal_freq	43
2L	550000	57.6362790697674	tum_freq	43
2L	650000	57.4364583333333	normal_freq	48
2L	650000	54.47375	tum_freq	48
2L	750000	62.5773076923077	normal_freq	52
2L	750000	57.3457692307692	tum_freq	52
2L	850000	60.14675	normal_freq	40
2L	850000	61.9835	tum_freq	40
2L	950000	64.6015151515151	normal_freq	33
2L	950000	65.5321212121212	tum_freq	33
2L	1050000	71.6304918032787	normal_freq	61
2L	1050000	71.4327868852459	tum_freq	61
2L	1150000	70.6397872340425	normal_freq	94
2L	1150000	68.5807446808511	tum_freq	94
2L	1250000	61.7060317460318	normal_freq	63
2L	1250000	62.5785714285714	tum_freq	63
2L	1350000	61.928	normal_freq	45
2L	1350000	59.9495555555556	tum_freq	45
2L	1450000	68.5057142857143	normal_freq	63
2L	1450000	65.0284126984127	tum_freq	63
2L	1550000	57.52825	normal_freq	80
2L	1550000	60.710125	tum_freq	80
2L	1650000	64.5708108108108	normal_freq	74
2L	1650000	67.2002702702703	tum_freq	74
2L	1750000	64.1930208333334	normal_freq	96
2L	1750000	62.4901041666667	tum_freq	96
2L	1850000	60.4667567567567	normal_freq	148
2L	1850000	59.4032432432433	tum_freq	148
2L	1950000	61.7648447204969	normal_freq	161
2L	1950000	62.6912422360248	tum_freq	161
2L	2050000	69.1972549019608	normal_freq	51
2L	2050000	67.25	tum_freq	51
2L	2150000	59.4614035087719	normal_freq	57
2L	2150000	59.740701754386	tum_freq	57
2L	2250000	56.97725	normal_freq	40
2L	2250000	55.42525	tum_freq	40
2L	2350000	60.8718604651163	normal_freq	86
2L	2350000	60.0756976744186	tum_freq	86
2L	2450000	60.1251724137931	normal_freq	58
2L	2450000	64.1431034482759	tum_freq	58
2L	2550000	59.0935849056604	normal_freq	53
2L	2550000	58.9649056603774	tum_freq	53
2L	2650000	73.5181818181818	normal_freq	66
2L	2650000	71.9906060606061	tum_freq	66
2L	2750000	53.6049397590362	normal_freq	83
2L	2750000	57.9890361445783	tum_freq	83
2L	2850000	60.9518181818182	normal_freq	99
2L	2850000	57.4725252525253	tum_freq	99
2L	2950000	61.2036666666667	normal_freq	60
2L	2950000	64.217	tum_freq	60
2L	3050000	76.8054054054054	normal_freq	37
2L	3050000	73.8132432432432	tum_freq	37
2L	3150000	74.3667924528302	normal_freq	53
2L	3150000	71.4958490566038	tum_freq	53
2L	3250000	60.6521929824561	normal_freq	114
2L	3250000	62.5973684210526	tum_freq	114
2L	3350000	64.892037037037	normal_freq	108
2L	3350000	66.4637962962963	tum_freq	108
2L	3450000	65.3584375	normal_freq	96
2L	3450000	65.1370833333334	tum_freq	96
2L	3550000	60.8367073170732	normal_freq	82
2L	3550000	59.3903658536585	tum_freq	82
2L	3650000	69.4740776699029	normal_freq	103
2L	3650000	69.018640776699	tum_freq	103
2L	3750000	62.8959375	normal_freq	128
2L	3750000	59.815703125	tum_freq	128
2L	3850000	79.0481818181818	normal_freq	66
2L	3850000	82.0848484848485	tum_freq	66
2L	3950000	72.5980952380952	normal_freq	84
2L	3950000	68.8063095238095	tum_freq	84
2L	4050000	63.8595652173913	normal_freq	115
2L	4050000	61.7919130434783	tum_freq	115
2L	4150000	59.5198198198198	normal_freq	111
2L	4150000	60.7206306306306	tum_freq	111
2L	4250000	71.2447727272727	normal_freq	44
2L	4250000	66.3681818181818	tum_freq	44
2L	4350000	58.87275	normal_freq	40
2L	4350000	52.32575	tum_freq	40
2L	4450000	66.3606666666667	normal_freq	60
2L	4450000	65.7725	tum_freq	60
2L	4550000	52.0177419354839	normal_freq	31
2L	4550000	50.8816129032258	tum_freq	31
2L	4650000	57.4697590361446	normal_freq	83
2L	4650000	57.2256626506024	tum_freq	83
2L	4750000	62.4079591836735	normal_freq	98
2L	4750000	61.3277551020408	tum_freq	98
2L	4850000	61.2558823529412	normal_freq	68
2L	4850000	60.7610294117647	tum_freq	68
2L	4950000	60.4833823529412	normal_freq	68
2L	4950000	60.69	tum_freq	68
2L	5050000	61.8160606060606	normal_freq	33
2L	5050000	58.2754545454545	tum_freq	33
2L	5150000	44.4297619047619	normal_freq	42
2L	5150000	42.6569047619048	tum_freq	42
2L	5250000	59.669347826087	normal_freq	46
2L	5250000	56.92	tum_freq	46
2L	5350000	62.9265217391304	normal_freq	69
2L	5350000	62.6649275362319	tum_freq	69
2L	5450000	68.93	normal_freq	95
2L	5450000	68.9363157894737	tum_freq	95
2L	5550000	63.5549275362319	normal_freq	69
2L	5550000	64.2972463768116	tum_freq	69
2L	5650000	67.5301639344262	normal_freq	61
2L	5650000	68.1950819672131	tum_freq	61
2L	5750000	60.4826315789474	normal_freq	76
2L	5750000	60.7634210526316	tum_freq	76
2L	5850000	62.3392063492063	normal_freq	63
2L	5850000	61.0676190476191	tum_freq	63
2L	5950000	59.8524175824176	normal_freq	91
2L	5950000	58.0604395604396	tum_freq	91
2L	6050000	71.2272463768116	normal_freq	69
2L	6050000	72.0926086956522	tum_freq	69
2L	6150000	58.5212371134021	normal_freq	97
2L	6150000	57.8456701030928	tum_freq	97
2L	6250000	67.1183950617284	normal_freq	81
2L	6250000	64.4133333333333	tum_freq	81
2L	6350000	65.1492957746479	normal_freq	71
2L	6350000	70.8383098591549	tum_freq	71
2L	6450000	64.2054761904762	normal_freq	42
2L	6450000	65.3764285714286	tum_freq	42
2L	6550000	61.5307865168539	normal_freq	89
2L	6550000	62.66	tum_freq	89
2L	6650000	60.8271428571429	normal_freq	28
2L	6650000	63.8778571428571	tum_freq	28
2L	6750000	67.08640625	normal_freq	64
2L	6750000	67.75359375	tum_freq	64
2L	6850000	61.4245882352941	normal_freq	85
2L	6850000	59.1858823529412	tum_freq	85
2L	6950000	62.2002941176471	normal_freq	68
2L	6950000	62.8173529411765	tum_freq	68
2L	7050000	69.5287179487179	normal_freq	117
2L	7050000	69.2749572649572	tum_freq	117
2L	7150000	62.2623188405797	normal_freq	69
2L	7150000	64.9739130434783	tum_freq	69
2L	7250000	62.2305263157895	normal_freq	114
2L	7250000	62.1736842105263	tum_freq	114
2L	7350000	60.3416853932584	normal_freq	89
2L	7350000	63.8397752808989	tum_freq	89
2L	7450000	59.028347826087	normal_freq	115
2L	7450000	61.7846956521739	tum_freq	115
2L	7550000	71.9203370786517	normal_freq	89
2L	7550000	70.5533707865169	tum_freq	89
2L	7650000	53.4890322580645	normal_freq	93
2L	7650000	53.1932258064516	tum_freq	93
2L	7750000	47.9880571428571	normal_freq	175
2L	7750000	50.9112	tum_freq	175
2L	7850000	56.1303409090909	normal_freq	88
2L	7850000	57.5675	tum_freq	88
2L	7950000	75.6067567567568	normal_freq	74
2L	7950000	74.4062162162162	tum_freq	74
2L	8050000	77.8102469135802	normal_freq	81
2L	8050000	77.5565432098765	tum_freq	81
2L	8150000	99.8642857142857	normal_freq	35
2L	8150000	100.000285714286	tum_freq	35
2L	8250000	72.7091489361702	normal_freq	94
2L	8250000	72.8006382978723	tum_freq	94
2L	8350000	63.2025	normal_freq	108
2L	8350000	64.1456481481481	tum_freq	108
2L	8450000	80.6933333333334	normal_freq	60
2L	8450000	81.259	tum_freq	60
2L	8550000	69.8288095238095	normal_freq	42
2L	8550000	71.0119047619048	tum_freq	42
2L	8650000	46.1662962962963	normal_freq	27
2L	8650000	52.4762962962963	tum_freq	27
2L	8750000	53.6834	normal_freq	100
2L	8750000	46.565	tum_freq	100
2L	8850000	46.1194520547945	normal_freq	73
2L	8850000	48.5683561643835	tum_freq	73
2L	8950000	65.7408943089431	normal_freq	123
2L	8950000	66.5839024390244	tum_freq	123
2L	9050000	64.0862222222222	normal_freq	90
2L	9050000	66.5305555555556	tum_freq	90
2L	9150000	61.3529319371728	normal_freq	191
2L	9150000	61.3768586387434	tum_freq	191
2L	9250000	62.7030769230769	normal_freq	91
2L	9250000	62.2578021978022	tum_freq	91
2L	9350000	70.4811184210526	normal_freq	152
2L	9350000	71.8188815789474	tum_freq	152
2L	9450000	68.6131386861314	normal_freq	137
2L	9450000	71.0978832116788	tum_freq	137
2L	9550000	68.0041666666667	normal_freq	48
2L	9550000	64.8435416666667	tum_freq	48
2L	9650000	63.2253535353535	normal_freq	99
2L	9650000	67.1182828282828	tum_freq	99
2L	9750000	65.6783486238532	normal_freq	109
2L	9750000	65.2026605504587	tum_freq	109
2L	9850000	57.7453947368421	normal_freq	76
2L	9850000	61.9182894736842	tum_freq	76
2L	9950000	58.8869014084507	normal_freq	71
2L	9950000	54.1571830985915	tum_freq	71
2L	10050000	55.7071830985915	normal_freq	71
2L	10050000	56.0171830985916	tum_freq	71
2L	10350000	46.7077142857143	normal_freq	35
2L	10350000	52.3657142857143	tum_freq	35
2L	10450000	58.2673728813559	normal_freq	118
2L	10450000	58.0836440677966	tum_freq	118
2L	10550000	57.241186440678	normal_freq	59
2L	10550000	57.4837288135593	tum_freq	59
2L	10650000	63.7207894736842	normal_freq	114
2L	10650000	63.2668421052632	tum_freq	114
2L	10750000	58.7881333333333	normal_freq	75
2L	10750000	59.2966666666667	tum_freq	75
2L	10850000	63.2561764705882	normal_freq	68
2L	10850000	63.3669117647059	tum_freq	68
2L	10950000	69.2855421686747	normal_freq	83
2L	10950000	67.3261445783132	tum_freq	83
2L	11050000	57.1305194805195	normal_freq	77
2L	11050000	59.2367532467532	tum_freq	77
2L	11150000	62.7354901960784	normal_freq	51
2L	11150000	58.2680392156863	tum_freq	51
2L	11250000	64.2003773584906	normal_freq	53
2L	11250000	65.2218867924528	tum_freq	53
2L	11350000	68.9276	normal_freq	75
2L	11350000	70.5852	tum_freq	75
2L	11450000	62.2491463414634	normal_freq	82
2L	11450000	65.3717073170732	tum_freq	82
2L	11550000	59.3595454545454	normal_freq	44
2L	11550000	58.4997727272727	tum_freq	44
2L	11650000	52.1547727272727	normal_freq	44
2L	11650000	50.8275	tum_freq	44
2L	11750000	73.1048214285714	normal_freq	56
2L	11750000	74.6839285714286	tum_freq	56
2L	11850000	63.1235714285715	normal_freq	98
2L	11850000	63.2470408163265	tum_freq	98
2L	11950000	63.0174	normal_freq	100
2L	11950000	62.4171	tum_freq	100
2L	12050000	57.6670967741935	normal_freq	31
2L	12050000	56.1625806451613	tum_freq	31
2L	12150000	65.1509722222223	normal_freq	144
2L	12150000	64.54	tum_freq	144
2L	12250000	66.0275280898877	normal_freq	89
2L	12250000	67.9950561797753	tum_freq	89
2L	12350000	74.0924175824176	normal_freq	91
2L	12350000	70.7640659340659	tum_freq	91
2L	12450000	62.0757333333333	normal_freq	75
2L	12450000	62.5437333333334	tum_freq	75
2L	12550000	66.3038842975207	normal_freq	121
2L	12550000	68.2062809917355	tum_freq	121
2L	12650000	67.5694936708861	normal_freq	79
2L	12650000	70.4641772151899	tum_freq	79
2L	12750000	61.9701639344262	normal_freq	61
2L	12750000	61.3085245901639	tum_freq	61
2L	12850000	67.875593220339	normal_freq	59
2L	12850000	69.4627118644068	tum_freq	59
2L	12950000	64.7291111111111	normal_freq	45
2L	12950000	65.1464444444445	tum_freq	45
2L	13050000	53.9816279069768	normal_freq	43
2L	13050000	55.3711627906977	tum_freq	43
2L	13150000	68.5701234567901	normal_freq	81
2L	13150000	69.7325925925926	tum_freq	81
2L	13250000	62.2677215189873	normal_freq	79
2L	13250000	63.5540506329114	tum_freq	79
2L	13350000	61.1586956521739	normal_freq	69
2L	13350000	58.8408695652174	tum_freq	69
2L	13450000	64.3126153846154	normal_freq	65
2L	13450000	65.8403076923077	tum_freq	65
2L	13550000	73.4237735849057	normal_freq	53
