chrom	position	freq	type	variants_included
2L	50000	63.8052073732719	normal_freq	217
2L	50000	63.0533640552996	tum_freq	217
2L	150000	56.5255392156863	normal_freq	204
2L	150000	53.9726470588235	tum_freq	204
2L	250000	61.36175	normal_freq	280
2L	250000	59.5317857142857	tum_freq	280
2L	350000	64.8281019830028	normal_freq	353
2L	350000	64.0373087818698	tum_freq	353
2L	450000	63.5100334448161	normal_freq	598
2L	450000	63.0542809364548	tum_freq	598
2L	550000	63.4378156312625	normal_freq	998
2L	550000	62.8862825651303	tum_freq	998
2L	650000	62.4462481751825	normal_freq	685
2L	650000	62.681591240876	tum_freq	685
2L	750000	70.7065217391304	normal_freq	736
2L	750000	70.0225815217392	tum_freq	736
2L	850000	68.1587185929649	normal_freq	796
2L	850000	67.9060552763819	tum_freq	796
2L	950000	67.5894622543951	normal_freq	967
2L	950000	67.5024715615305	tum_freq	967
2L	1050000	64.7171132238548	normal_freq	1157
2L	1050000	65.7525324114088	tum_freq	1157
2L	1150000	63.1793884120171	normal_freq	932
2L	1150000	63.4648605150214	tum_freq	932
2L	1250000	63.802814982974	normal_freq	881
2L	1250000	64.4497389330306	tum_freq	881
2L	1350000	68.7832929782082	normal_freq	826
2L	1350000	68.2918159806295	tum_freq	826
2L	1450000	62.9091533864542	normal_freq	1004
2L	1450000	62.6321314741036	tum_freq	1004
2L	1550000	62.2401377410468	normal_freq	726
2L	1550000	60.9573553719009	tum_freq	726
2L	1650000	65.0343660714286	normal_freq	1120
2L	1650000	64.6321875	tum_freq	1120
2L	1750000	66.4198710317461	normal_freq	1008
2L	1750000	66.0504464285714	tum_freq	1008
2L	1850000	65.1592450638792	normal_freq	861
2L	1850000	65.671219512195	tum_freq	861
2L	1950000	62.1918794326241	normal_freq	1128
2L	1950000	62.7355407801419	tum_freq	1128
2L	2050000	70.0939429928741	normal_freq	842
2L	2050000	70.2563895486936	tum_freq	842
2L	2150000	66.109009009009	normal_freq	555
2L	2150000	66.0198018018018	tum_freq	555
2L	2250000	63.644517611026	normal_freq	653
2L	2250000	62.6978101071976	tum_freq	653
2L	2350000	65.6964319809069	normal_freq	838
2L	2350000	67.1233412887829	tum_freq	838
2L	2450000	60.4682008995502	normal_freq	667
2L	2450000	61.7509895052474	tum_freq	667
2L	2550000	63.1156325301205	normal_freq	996
2L	2550000	63.8254919678714	tum_freq	996
2L	2650000	65.3798135964912	normal_freq	912
2L	2650000	66.3006469298245	tum_freq	912
2L	2750000	62.711922310757	normal_freq	1004
2L	2750000	63.315796812749	tum_freq	1004
2L	2850000	66.2614045936395	normal_freq	1132
2L	2850000	66.5071731448764	tum_freq	1132
2L	2950000	99.2309271523179	normal_freq	453
2L	2950000	99.1688962472406	tum_freq	453
2L	3050000	79.4701769911504	normal_freq	452
2L	3050000	78.2641371681416	tum_freq	452
2L	3150000	63.2172848484848	normal_freq	825
2L	3150000	63.1596121212121	tum_freq	825
2L	3250000	64.5065380811078	normal_freq	1011
2L	3250000	64.3830365974283	tum_freq	1011
2L	3350000	63.5094204081633	normal_freq	1225
2L	3350000	62.8987020408163	tum_freq	1225
2L	3450000	62.4566387959866	normal_freq	1196
2L	3450000	62.8549331103679	tum_freq	1196
2L	3550000	62.4707400722022	normal_freq	1108
2L	3550000	62.7028429602888	tum_freq	1108
2L	3650000	66.5475699300699	normal_freq	1144
2L	3650000	65.457194055944	tum_freq	1144
2L	3750000	70.4845157657658	normal_freq	888
2L	3750000	70.4014977477477	tum_freq	888
2L	3850000	64.0387017873942	normal_freq	1063
2L	3850000	63.7331138287864	tum_freq	1063
2L	3950000	61.2991955307263	normal_freq	895
2L	3950000	61.7686033519553	tum_freq	895
2L	4050000	66.7924866595518	normal_freq	937
2L	4050000	67.1092209178228	tum_freq	937
2L	4150000	65.9553896103897	normal_freq	1078
2L	4150000	65.3991743970315	tum_freq	1078
2L	4250000	66.8668571428571	normal_freq	1015
2L	4250000	66.2840492610837	tum_freq	1015
2L	4350000	67.0923803009576	normal_freq	731
2L	4350000	67.1278796169631	tum_freq	731
2L	4450000	56.8958863328822	normal_freq	739
2L	4450000	54.8386738836265	tum_freq	739
2L	4550000	52.8394413407821	normal_freq	358
2L	4550000	50.7004748603352	tum_freq	358
2L	4650000	66.2407704654896	normal_freq	623
2L	4650000	66.0685714285715	tum_freq	623
2L	4750000	62.3078450578807	normal_freq	1123
2L	4750000	61.7987444345504	tum_freq	1123
2L	4850000	61.8131879194631	normal_freq	894
2L	4850000	61.1567002237136	tum_freq	894
2L	4950000	61.674631197098	normal_freq	827
2L	4950000	62.5999758162031	tum_freq	827
2L	5050000	55.1879493087558	normal_freq	434
2L	5050000	56.9268202764977	tum_freq	434
2L	5150000	45.1636910994764	normal_freq	382
2L	5150000	47.1556544502618	tum_freq	382
2L	5250000	54.28978515625	normal_freq	512
2L	5250000	54.89158203125	tum_freq	512
2L	5350000	65.6070526315789	normal_freq	665
2L	5350000	66.2275338345865	tum_freq	665
2L	5450000	65.8720081135903	normal_freq	986
2L	5450000	66.5229716024341	tum_freq	986
2L	5550000	67.543671875	normal_freq	896
2L	5550000	67.3158928571428	tum_freq	896
2L	5650000	66.8149230769231	normal_freq	780
2L	5650000	67.2786923076923	tum_freq	780
2L	5750000	63.530872817955	normal_freq	802
2L	5750000	64.1151122194514	tum_freq	802
2L	5850000	65.8389165628891	normal_freq	803
2L	5850000	65.4161394769614	tum_freq	803
2L	5950000	68.0626849642004	normal_freq	838
2L	5950000	67.6870763723151	tum_freq	838
2L	6050000	68.7820454545454	normal_freq	924
2L	6050000	68.7401082251082	tum_freq	924
2L	6150000	63.5091642371234	normal_freq	1029
2L	6150000	64.6732167152575	tum_freq	1029
2L	6250000	65.1734258373206	normal_freq	1045
2L	6250000	65.0295119617224	tum_freq	1045
2L	6350000	62.7877728285078	normal_freq	898
2L	6350000	63.0804231625835	tum_freq	898
2L	6450000	61.431568627451	normal_freq	765
2L	6450000	61.993385620915	tum_freq	765
2L	6550000	65.5583316378434	normal_freq	983
2L	6550000	65.8471515768057	tum_freq	983
2L	6650000	63.0294421487603	normal_freq	484
2L	6650000	62.463388429752	tum_freq	484
2L	6750000	65.4923181818181	normal_freq	1100
2L	6750000	65.3931272727273	tum_freq	1100
2L	6850000	59.5059750566893	normal_freq	882
2L	6850000	59.9366553287982	tum_freq	882
2L	6950000	63.0061917443408	normal_freq	751
2L	6950000	63.4498135818909	tum_freq	751
2L	7050000	66.4814118895966	normal_freq	942
2L	7050000	66.9707218683652	tum_freq	942
2L	7150000	66.4770378874856	normal_freq	871
2L	7150000	66.1939954075776	tum_freq	871
2L	7250000	64.7296579247434	normal_freq	877
2L	7250000	64.4245952109465	tum_freq	877
2L	7350000	62.9963280293757	normal_freq	817
2L	7350000	62.6541493268054	tum_freq	817
2L	7450000	62.6323363544814	normal_freq	993
2L	7450000	61.6341691842901	tum_freq	993
2L	7550000	69.9621603128054	normal_freq	1023
2L	7550000	69.8197556207234	tum_freq	1023
2L	7650000	63.5093490460157	normal_freq	891
2L	7650000	62.7635690235691	tum_freq	891
2L	7750000	57.2102466598151	normal_freq	973
2L	7750000	56.2363720452209	tum_freq	973
2L	7850000	64.5468090909091	normal_freq	1100
2L	7850000	64.3785272727273	tum_freq	1100
2L	7950000	77.0763257575758	normal_freq	792
2L	7950000	76.2440277777778	tum_freq	792
2L	8050000	93.4193625498008	normal_freq	753
2L	8050000	93.3036786188579	tum_freq	753
2L	8150000	99.441252236136	normal_freq	559
2L	8150000	99.3410375670841	tum_freq	559
2L	8250000	81.2049497991969	normal_freq	996
2L	8250000	80.9891265060241	tum_freq	996
2L	8350000	63.1852557755776	normal_freq	1212
2L	8350000	63.2790016501651	tum_freq	1212
2L	8450000	77.8188326848249	normal_freq	514
2L	8450000	78.174046692607	tum_freq	514
2L	8550000	70.8092012779553	normal_freq	313
2L	8550000	72.68607028754	tum_freq	313
2L	8650000	43.4304810996563	normal_freq	291
2L	8650000	48.3689003436426	tum_freq	291
2L	8750000	45.181914600551	normal_freq	726
2L	8750000	48.8115289256198	tum_freq	726
2L	8850000	44.7266587677725	normal_freq	844
2L	8850000	47.7101895734598	tum_freq	844
2L	8950000	67.3340640394089	normal_freq	812
2L	8950000	67.7904802955664	tum_freq	812
2L	9050000	62.2676461769116	normal_freq	667
2L	9050000	62.4786956521739	tum_freq	667
2L	9150000	72.3880396475771	normal_freq	1362
