X	1	10000	-0.631068678891738
X	5001	15000	-0.708030660706622
X	45001	55000	-0.857689813683373
X	50001	60000	-1.38664995122529
X	55001	65000	-1.25512456443927
X	60001	70000	-1.09247984015204
X	65001	75000	-0.849243165022751
X	70001	80000	-0.392803764953968
X	80001	90000	-0.759596760675256
X	85001	95000	-0.849856273382393
X	90001	100000	-0.357817269017579
X	95001	105000	-0.175953740237559
X	105001	115000	-0.521395429625808
X	110001	120000	-0.324166067793909
X	115001	125000	-0.0180152855072264
X	120001	130000	-0.0429037461322382
X	125001	135000	-0.140056891218747
X	130001	140000	-0.0432801340918188
X	140001	150000	-0.0755142609572477
X	145001	155000	-0.0306885566588127
X	230001	240000	-0.659794475053775
X	235001	245000	-0.0777458586472944
X	240001	250000	-0.168623665348729
X	245001	255000	-0.141100656157044
X	295001	305000	-0.0255310435531761
X	300001	310000	-0.0480174547242054
X	305001	315000	-0.0616852695536776
X	310001	320000	-0.119400767409965
X	315001	325000	-0.158401233097747
X	320001	330000	-0.114644585400461
X	325001	335000	-0.0485744337613318
X	365001	375000	-0.0911409119437454
X	370001	380000	-0.19376363634871
X	375001	385000	-0.134045598015001
X	380001	390000	-0.13764267293095
X	385001	395000	-0.102618071044475
X	390001	400000	-0.0385903451887097
X	405001	415000	-0.053970412342275
X	420001	430000	-0.0168485660346431
X	425001	435000	-0.237502709915719
X	430001	440000	-0.079747075292239
X	435001	445000	-0.136056262762982
X	440001	450000	-0.0703860693014265
X	445001	455000	-0.0218037796668587
X	450001	460000	-0.0855803281042625
X	455001	465000	-0.126020082874404
X	460001	470000	-0.21727038923334
X	465001	475000	-0.231875684478199
X	470001	480000	-0.111808488455418
X	475001	485000	-0.103123991621773
X	480001	490000	-0.0160489443144024
X	490001	500000	-0.013786192950344
X	510001	520000	-0.0165564506991579
X	515001	525000	-0.0923474475850393
X	520001	530000	-0.104828005285668
X	525001	535000	-0.149709391209522
X	530001	540000	-0.134336521227748
X	545001	555000	-0.0455364020468954
X	550001	560000	-0.152624303983454
X	560001	570000	-0.237722452818719
X	565001	575000	-0.247799986363
X	570001	580000	-0.031516509100528
X	575001	585000	-0.118831167098996
X	580001	590000	-0.237878539703781
X	585001	595000	-0.263423884565783
X	590001	600000	-0.192960974961779
X	595001	605000	-0.201197374709317
X	600001	610000	-0.159730293570267
X	610001	620000	-0.221848429884832
X	615001	625000	-0.100957071529807
X	620001	630000	-0.0272516733253968
X	625001	635000	-0.194166590452572
X	630001	640000	-0.0530116721095922
X	635001	645000	-0.0392790914228772
X	640001	650000	-0.102907795366954
X	645001	655000	-0.152319635357256
X	650001	660000	-0.094978062613178
X	655001	665000	-0.00832391587255538
X	675001	685000	-0.039971888854433
X	705001	715000	-0.00732515497434221
X	710001	720000	-0.0693902266977842
X	720001	730000	-0.128109994356194
X	725001	735000	-0.292583363089307
X	730001	740000	-0.260218125336159
X	735001	745000	-0.341177164907799
X	740001	750000	-0.299826781252506
X	745001	755000	-0.101321928793869
X	750001	760000	-0.0231403176850937
X	755001	765000	-0.107662464438538
X	760001	770000	-0.0911794781186577
X	765001	775000	-0.0419716989370846
X	770001	780000	-0.0242180676394235
X	785001	795000	-0.235310121408445
X	790001	800000	-0.298057843151098
X	795001	805000	-0.130430309634835
X	800001	810000	-0.00973830987711368
X	815001	825000	-0.17321941158592
X	820001	830000	-0.119370211871192
X	830001	840000	-0.0444876629682478
X	855001	865000	-0.11601638656914
X	860001	870000	-0.291626325663873
X	865001	875000	-0.169016360095305
X	870001	880000	-0.189986881954281
X	875001	885000	-0.219108810097979
X	880001	890000	-0.0304650532096002
X	885001	895000	-0.0792594311973853
X	890001	900000	-0.113819126907972
X	895001	905000	-0.12967623180923
X	900001	910000	-0.0546091174246962
X	905001	915000	-0.0198385755982492
X	910001	920000	-0.0251327873815594
X	915001	925000	-0.0199894841055996
X	920001	930000	-0.279834736451569
X	925001	935000	-0.45673102155009
X	930001	940000	-0.212212227689785
X	935001	945000	-0.148419514424881
X	940001	950000	-0.192015513702958
X	945001	955000	-0.294460465015056
X	950001	960000	-0.278821624288181
X	955001	965000	-0.130868982104677
X	960001	970000	-0.0742198143794962
X	965001	975000	-0.14627442503148
X	970001	980000	-0.121494547046845
X	975001	985000	-0.0580665199670588
X	980001	990000	-0.131651147923761
X	995001	1005000	-0.0482458689916662
X	1000001	1010000	-0.0626496189730545
X	1005001	1015000	-0.187079468071268
X	1010001	1020000	-0.183793287611947
X	1015001	1025000	-0.0635671482368047
X	1020001	1030000	-0.160263034418529
X	1025001	1035000	-0.32942852109054
X	1030001	1040000	-0.273033260379521
X	1035001	1045000	-0.0901096726001907
X	1040001	1050000	-0.167356503093796
X	1045001	1055000	-0.0270839056737983
X	1055001	1065000	-0.0915553319237453
X	1060001	1070000	-0.213509277000608
X	1085001	1095000	-0.0501712186956614
X	1090001	1100000	-0.136585970513135
X	1095001	1105000	-0.107871617445104
X	1100001	1110000	-0.0866994546472648
X	1105001	1115000	-0.194394481639132
X	1110001	1120000	-0.153687395043858
X	1115001	1125000	-0.130722926912243
X	1120001	1130000	-0.185362406275415
X	1125001	1135000	-0.20602765831769
X	1130001	1140000	-0.179472467029563
X	1135001	1145000	-0.10728792824731
X	1140001	1150000	-0.229963932815218
X	1145001	1155000	-0.27664367324927
X	1150001	1160000	-0.12162618581156
X	1155001	1165000	-0.0557022946904622
X	1160001	1170000	-0.103182668769904
X	1165001	1175000	-0.0851003097864457
X	1170001	1180000	-0.0600282878296134
X	1175001	1185000	-0.0432801340918188
X	1180001	1190000	-0.0883754418193068
X	1185001	1195000	-0.120143021444447
X	1190001	1200000	-0.0285167814200785
X	1195001	1205000	-0.0494213343086277
X	1200001	1210000	-0.0975444094192403
X	1205001	1215000	-0.183019847372256
X	1210001	1220000	-0.262921288723869
X	1215001	1225000	-0.286332883565565
X	1220001	1230000	-0.15237641519466
X	1225001	1235000	-0.0664129431278973
X	1230001	1240000	-0.136313629139099
X	1235001	1245000	-0.00913803419884607
X	1245001	1255000	-0.0680938844807559
X	1280001	1290000	-0.0794916632280348
X	1285001	1295000	-0.0495586806964636
X	1290001	1300000	-0.0573269077702955
X	1295001	1305000	-0.141898062674833
X	1300001	1310000	-0.141467070810975
X	1305001	1315000	-0.160948598247357
X	1320001	1330000	-0.265326128474774
X	1325001	1335000	-0.337336049627657
X	1330001	1340000	-0.252385937734726
X	1335001	1345000	-0.284409118009852
X	1340001	1350000	-0.271459124881411
X	1345001	1355000	-0.340173429917557
X	1350001	1360000	-0.461742430328279
X	1355001	1365000	-0.368715593042691
X	1365001	1375000	-0.17442145368822
X	1370001	1380000	-0.406899873777836
X	1375001	1385000	-0.453389549873811
X	1380001	1390000	-0.238430796194509
X	1395001	1405000	-0.215082350219346
X	1400001	1410000	-0.253257147602681
X	1405001	1415000	-0.202440052604413
X	1410001	1420000	-0.176061247599351
X	1415001	1425000	-0.135334612306582
X	1420001	1430000	-0.130010625920595
X	1425001	1435000	-0.106217258985241
X	1430001	1440000	-0.0344359988643735
X	1435001	1445000	-0.00510946690545875
X	1440001	1450000	-0.143475882461349
X	1445001	1455000	-0.345187431569903
X	1450001	1460000	-0.462839267642314
X	1455001	1465000	-0.523221422178331
X	1460001	1470000	-0.272367208002275
X	1465001	1475000	-0.233802040141245
X	1470001	1480000	-0.333823239594803
X	1475001	1485000	-0.275295622799692
X	1480001	1490000	-0.292512663491317
X	1485001	1495000	-0.147601728247531
X	1490001	1500000	-0.144791979478997
X	1495001	1505000	-0.293099012342452
X	1500001	1510000	-0.18658162765233
X	1505001	1515000	-0.297644945166546
X	1510001	1520000	-0.256255076173735
X	1515001	1525000	-0.141683838152813
X	1520001	1530000	-0.0933208165914143
X	1525001	1535000	-0.169346438353242
X	1530001	1540000	-0.327407549441864
X	1535001	1545000	-0.27139527233653
X	1540001	1550000	-0.288669775305638
X	1545001	1555000	-0.235349823351382
X	1550001	1560000	-0.263953628689842
X	1555001	1565000	-0.313596296915761
X	1560001	1570000	-0.205762844159068
X	1565001	1575000	-0.154597156955977
X	1570001	1580000	-0.18350401384744
X	1575001	1585000	-0.153437439549599
X	1580001	1590000	-0.131380582030416
X	1585001	1595000	-0.21715398220026
X	1590001	1600000	-0.27107928895521
X	1595001	1605000	-0.364582557104876
X	1600001	1610000	-0.164953617475661
X	1615001	1625000	-0.0450304950245324
X	1635001	1645000	-0.0759837231094667
X	1640001	1650000	-0.245004724141407
X	1645001	1655000	-0.127306869907135
X	1650001	1660000	-0.195182792781641
X	1655001	1665000	-0.230887272795323
X	1660001	1670000	-0.0618305304635987
X	1665001	1675000	-0.0320540754248114
X	1670001	1680000	-0.136987051451414
X	1675001	1685000	-0.0682141472544528
X	1680001	1690000	-0.152921802456674
X	1685001	1695000	-0.368172468856785
X	1690001	1700000	-0.225492112861207
X	1695001	1705000	-0.111836692258574
X	1700001	1710000	-0.129183875124555
X	1705001	1715000	-0.163011883211567
X	1710001	1720000	-0.126218352707808
X	1715001	1725000	-0.256828420200821
X	1720001	1730000	-0.153509273549603
X	1725001	1735000	-0.0259810410215446
X	1740001	1750000	-0.0576693377713353
X	1745001	1755000	-0.0512089439986139
X	1750001	1760000	-0.0818177257971444
X	1755001	1765000	-0.115295506848676
X	1760001	1770000	-0.130412725817793
X	1765001	1775000	-0.0936454189194545
X	1770001	1780000	-0.0810306454773988
X	1775001	1785000	-0.0322881187015456
X	1780001	1790000	-0.0327792746563634
X	1785001	1795000	-0.160672040540361
X	1790001	1800000	-0.217621331850976
X	1795001	1805000	-0.361310104367973
X	1800001	1810000	-0.349242351022739
X	1805001	1815000	-0.12065225926871
X	1810001	1820000	-0.0830003166341621
X	1815001	1825000	-0.0624988808493134
X	1845001	1855000	-0.190478551511192
X	1850001	1860000	-0.138793078552112
X	1855001	1865000	-0.102802311519905
X	1860001	1870000	-0.26446216819526
X	1865001	1875000	-0.383552834744965
X	1870001	1880000	-0.307748732372947
X	1875001	1885000	-0.264399936697113
X	1880001	1890000	-0.385433257043215
X	1885001	1895000	-0.337037006736909
X	1890001	1900000	-0.299663357864683
X	1895001	1905000	-0.34813471562024
X	1900001	1910000	-0.278698395607307
X	1905001	1915000	-0.126427172075381
X	1910001	1920000	-0.288341630777982
X	1915001	1925000	-0.427353006335036
X	1920001	1930000	-0.19444327202242
X	1925001	1935000	-0.0550733472344512
X	1930001	1940000	-0.123296633347396
X	1935001	1945000	-0.0511876742963151
X	1940001	1950000	-0.130336160449506
X	1945001	1955000	-0.203163952712694
X	1950001	1960000	-0.154728923164627
X	1955001	1965000	-0.161983399763344
X	1990001	2000000	-0.235946470498374
X	1995001	2005000	-0.333326865259868
X	2000001	2010000	-0.254894448600804
X	2005001	2015000	-0.207316855635186
X	2010001	2020000	-0.240299718850838
X	2015001	2025000	-0.182489246245014
X	2020001	2030000	-0.15612209353861
X	2025001	2035000	-0.132836076447705
X	2030001	2040000	-0.0897886169879793
X	2035001	2045000	-0.10673341477284
X	2040001	2050000	-0.330352326509106
X	2045001	2055000	-0.331657670078135
X	2050001	2060000	-0.388492453236381
X	2055001	2065000	-0.391679056492759
X	2060001	2070000	-0.0528039737032798
X	2065001	2075000	-0.0856415572288808
X	2070001	2080000	-0.050280755711735
X	2090001	2100000	-0.0775157145584542
X	2095001	2105000	-0.218434191787425
X	2100001	2110000	-0.194352906665753
X	2105001	2115000	-0.16235576297709
X	2110001	2120000	-0.0723059379277658
X	2120001	2130000	-0.106877252181698
X	2125001	2135000	-0.0407061904279925
X	2130001	2140000	-0.0526788320940683
X	2135001	2145000	-0.167741898501863
X	2140001	2150000	-0.176863288470411
X	2145001	2155000	-0.168541065939894
X	2150001	2160000	-0.213399142640227
